node_id title year month day
61967CJ0023 "SA Brasserie de Haecht v Consorts Wilkin-Janssen" 1967 12 12
61967CJ0004 "Anne Muller (née Collignon) v Commission of the European Communities" 1967 12 12
61967CJ0017 "Firma Max Neumann v Hauptzollamt Hof/Saale" 1967 12 13
61967CJ0012 "Jules Guissart v Belgian State" 1967 12 13
61967CJ0032 "I.G.F. Van Leeuwen v City of Rotterdam" 1968 2 8
61967CJ0003 "Fonderie Acciaierie Giovanni Mandelli v Commission of the European Communities" 1968 2 8
61966CJ0028 "Kingdom of the Netherlands v Commission of the European Communities" 1968 2 8
61967CJ0024 "Parke, Davis and Co. v Probel, Reese, Beintema-Interpharm and Centrafarm" 1968 2 29
61967CJ0005 "W. Beus GmbH & Co. v Hauptzollamt München" 1968 3 13
61967CJ0030 "Industria Molitoria Imolese and others v Council of the European Communities" 1968 3 13
61967CJ0033 "Dietrich Kurrer v Council of the European Communities" 1968 3 28
61967CJ0028 "Firma Molkerei-Zentrale Westfalen/Lippe GmbH v Hauptzollamt Paderborn" 1968 4 3
61967CJ0025 "Firma Milch-, Fett- und Eierkontor GmbH v Hauptzollamt Saarbrücken" 1968 4 4
61967CJ0034 "Firma Gebrüder Lück v Hauptzollamt Köln-Rheinau" 1968 4 4
61967CJ0027 "Firma Fink-Frucht GmbH v Hauptzollamt München-Landsbergerstrasse" 1968 4 4
61967CJ0007 "Firma Milchwerke H. Wöhrmann & Sohn KG v Hauptzollamt Bad Reichenhall" 1968 4 4
61967CJ0020 "Firma Kunstmühle Tivoli v Hauptzollamt Würzburg" 1968 4 4
61967CJ0013 "Firma Kurt A. Becher v Hauptzollamt München-Landsbergerstrasse" 1968 4 4
61967CJ0031 "Firma August Stier v Hauptzollamt Hamburg-Ericus" 1968 4 4
61967CJ0029 "De Wendel & Cie SA v Commission of the European Communities" 1968 6 11
61968CJ0006 "Zuckerfabrik Watenstedt GmbH v Council of the European Communities" 1968 7 11
61968CJ0005 "Claude Moïse Sayag and S.A. Zurich v Jean-Pierre Leduc, Denise Thonnon, spouse of Leduc, and S.A. La Concorde" 1968 7 11
61968CJ0003 "Fernand De Schacht v Council of the European Communities" 1968 7 11
61967CJ0035 "August Josef Van Eick v Commission of the European Communities" 1968 7 11
61967CJ0026 "Henri Danvin v Commission of the European Communities" 1968 7 11
61968CJ0004 "Firma Schwarzwaldmilch GmbH v Einfuhr- und Vorratsstelle für Fette" 1968 7 11
61967CJ0016 "Henri Labeyrie v Commission of the European Communities" 1968 7 11
61968CJ0007 "Commission of the European Communities v Italian Republic" 1968 12 10
61968CJ0019 "Giovanni de Cicco v Landesversicherungsanstalt Schwaben" 1968 12 19
61968CJ0013 "SpA Salgoil v Italian Ministry of Foreign Trade, Rome" 1968 12 19
61968CJ0014 "Walt Wilhelm and others v Bundeskartellamt" 1969 2 13
61968CJ0023 "Johannes Gerhardus Klomp v Inspektie der Belastingen" 1969 2 25
61968CJ0015 "Raymond Elz v Commission of the European Communities" 1969 2 25
61968CJ0017 "Andreas Reinarz v Commission of the European Communities" 1969 5 6
61968CJ0021 "André Huybrechts v Commission of the European Communities" 1969 5 6
61968CJ0028 "Caisse régionale de sécurité sociale du nord de la France v Achille Torrekens" 1969 5 7
61968CJ0012 "X. v Audit Board of the European Communities" 1969 5 7
61968CJ0029 "Milch-, Fett- und Eierkontor GmbH v Hauptzollamt Saarbrücken" 1969 6 24
61968CJ0026 "Jeannette Fux v Commission of the European Communities" 1969 6 24
61969CJ0002 "Sociaal Fonds voor de Diamantarbeiders v S.A. Ch. Brachfeld & Sons and Chougol Diamond Co" 1969 7 1
61968CJ0024 "Commission of the European Communities v Italian Republic" 1969 7 1
61968CJ0020 "Giulio Pasetti-Bombardella v Commission of the European Communities supported by the Council of the European Communities" 1969 7 2
